sentence,episode,season,character
"He's using himself as bait?!  He won't survive! I'll help!  No! We can't spare anyone else!  Have faith in him!  His skill is second only to Captain Levi!  He'll make it back alive!  Oh, Eren.",1,2,
"Did you get into another fight?  Those jerks started it! They made fun of me!  So, I assume Mikasa had to come to your rescue again?  Thanks.",1,2,
Eren.,1,2,
"No matter how cruel someone is or how much you hate them,  you can't always charge at them head-on!  You're a man!  Show some restraint! You need to be there for Mikasa, too!  That's  It fell.",1,2,
You gotta be tired.,1,2,
Go get some sleep.,1,2,
Sorry.,1,2,
I'm fine.,1,2,
That thing's seen better days.,1,2,
I'll get you a new one if I see any in our supplies.,1,2,
Eren! Mikasa!  This is really bad!  The Titans! They're inside Wall Rose!  Ugh.,1,2,
Those damn Titans never give us a break.,1,2,
Can you go?  Not like there's much choice.,1,2,
It was wise to have Section Commander Miche watch the 104th.,1,2,
I believe he can handle the situation.,1,2,
Yes.,1,2,
Let's hope so.,1,2,
Four left.,1,2,
"No, it's time to go.",1,2,
I've bought enough time.,1,2,
Still  I am concerned about that Abnormal.,1,2,
It's different.,1,2,
It looks over 17 meters tall.,1,2,
It's huge  And I've never seen a Titan covered in fur before.,1,2,
It's just walking around instead of coming for me.,1,2,
"It's definitely an Abnormal, but  Great! You're back!  I won't need to hold out until nightfall.",1,2,
It went for the horse?!  You can't be serious!  Wait.,1,2,
"Huh? Didn't I just say to wait?  Tell me, what is that weapon called?  That thing on your waist that flies around.",1,2,
I'm certain we speak the same language.,1,2,
Perhaps you're simply too frightened.,1,2,
"Oh, I see you use swords, too.",1,2,
I guess that means you know we reside in the nape.,1,2,
"Ah, well, I'll just take it back with me.",1,2,
Only when a person stops fighting do they lose.,1,2,
As long as we continue to fight  we are not beaten!  You can move now.,1,2,
No! No!  Stop! Don't! No! No!  So you can speak.,1,2,
"I must say, what a clever idea.",1,2,
No! No!  Stop! No!  Titans have suddenly appeared inside Wall Rose.,1,2,
The recruits from the 104th Cadet Corps  scatter across the land to spread the news.,1,2,
"Meanwhile, Eren and the others head to their rescue.",1,2,
"And after returning to her hometown,  Sasha comes face-to-face with her past.",1,2,
"Next episode: ""I'm Home.",1,2,
"""  ""I'm Home""",1,2,
There are likely no Titans among the 104th Cadet Corps recruits!  Multiple Titans from the south!  Wall Rose has been breached!  The 104th Cadet Corps were kept isolated  under suspicion of Titans within their ranks.,2,2,
"But with the sudden appearance of Titans,  couriers were dispatched to warn each district.",2,2,
"As you may know,  today marks the new darkest day in humanity's history!  If ever humankind needed to give its all, that time is now!  However  What?!  They all started sprinting!  The cause of this crisis remains in the dark.",2,2,
"For now, no one yet knows.",2,2,
"I must say, what a clever idea.",2,2,
"""I'm Home""  ""Trost District""  Commander Pyxis!  Titans have been spotted!  Wall Rose has been breached!  Hmm.",2,2,
"""Stohess District""  What the hell does all this mean?  Damn it!  But  Would Titans break walls with Titans in them?  It's happened before.",2,2,
They busted the wall into our city.,2,2,
That was a gate.,2,2,
Armin? What are you saying?  The thing about the walls  There's no crevices between the rocks or any signs of cracking.,2,2,
We can't really tell how they're made.,2,2,
So what if they're made of hardened Titan skin?  It must be pretty versatile if Annie can encase herself.,2,2,
Titans in the wall  Section Commander! What are you doing?  We're supposed to leave in 5 minutes!  Please hurry up!  There's something I need to confirm  Hey.,2,2,
Get moving.,2,2,
"Ah, sorry!  What about him?  He's been ready for a while now.",2,2,
Eren.,2,2,
Wear it right.,2,2,
It's cold at night.,2,2,
Sorry to keep ya!  Took longer to prepare than we thought.,2,2,
Um  Isn't this a priest from the Order of the Walls?  Yeah.,2,2,
Nick and I are best buddies.,2,2,
Right?  Don't let him bother you.,2,2,
The whole makeup of this squad doesn't make any sense.,2,2,
"Does it, Levi?  No, I think it might.",2,2,
Erwin picked them out for a reason.,2,2,
Open the gate!  The situation within Wall Rose is unclear.,2,2,
But everything up until Ehrmich is safe.,2,2,
We'll save time going through there.,2,2,
"Move out!  Yes, sir!  Take us out.",2,2,
"Yes, sir!  This whole time, Titans have been protecting us from Titans.",2,2,
"Huh? He knew?  There's Titans inside the walls and he's known about it?!  Yes, though  he's kept his mouth shut this entire time.",2,2,
But now he's coming with us to witness the harsh reality.,2,2,
"Will his beliefs be strong enough for him to stay silent?  Or will seeing it with his own eyes make him question himself?  No, no, no, no! This is all backwards!  If there's something you know, tell us about it!  Nothing's more important than keeping humans from going extinct!  Eren, settle down.",2,2,
You're still not fully healed.,2,2,
There's more than one way to get answers.,2,2,
"I may be injured and useless right now, but it doesn't take much to watch one man.",2,2,
I'm hoping we can settle this without blasting a hole in anyone.,2,2,
"Aren't you?  Threatening him doesn't work, Levi.",2,2,
"Believe me, I've tried.",2,2,
It seems to me that this priest is capable of sound judgment.,2,2,
"That's why I wonder  What if the reason he doesn't talk  is because he knows something more important than the fate of humanity?  See that? It's the village!  Is that the last one?  No! My village is deep in the forest!  I'll go there alone!  All right!  Leave this village to me!  Got it!  Hey! Quit it, Sasha!  Sasha! You been nabbing snacks again?!  Stop! Spit it out!  Get it out of yer mouth!  We fixin' to smoke that for winter, ya moron!  You damn dumb girl!  Fine!  Have it yer way.",2,2,
Dagnabbit.,2,2,
Sasha.,2,2,
Have you asked yerself why the world is a-changing?  Why these past few years the forest be shrinkin' and game harder to find?  Have you ever thunk about it?  It's 'cause more people be comin' and taking food and game from the forest.,2,2,
That's why I'm hungry.,2,2,
That's true.,2,2,
"But, hey  They lost their homes and got no place to go.",2,2,
They got no other choice.,2,2,
Their fault for losing it.,2,2,
They oughta leave ours.,2,2,
Titans took it from 'em.,2,2,
They knocked a hole straight through Wall Maria.,2,2,
Where else can they go?  You can feed a hell of a lot more people by clearin' the forest and plantin' grain.,2,2,
Maybe it's time for our family to let go of the forest and give up huntin' for good.,2,2,
The government said they would pay us.,2,2,
Every horse that we raise is money in our pockets.,2,2,
"You gotta be kidding!  If we give up huntin', we be givin' up who we are!  Why should we give a hoot about the people who make fun of our lifestyle?  I'll tell ya why.",2,2,
It's because we're all part of the same world.,2,2,
We humans We've always been pack animals.,2,2,
"Sure, we all live our different ways.",2,2,
"But when space is this short, we gotta join the group and do what's best to  No! I refuse!  We've lived here all our lives, just like the way our ancestors taught us!  We don't owe nothing to any outsiders!  I see  So be it.",2,2,
"Ya can live here in this forest, along with the others who think the same.",2,2,
"But, Sasha  Are ya willin' to die for that choice?  No matter what trouble comes yer way, ya can't go beggin' for help.",2,2,
"If you're not there for them, don't expect them to be there for you.",2,2,
I'm willin' to give up our traditions if it means I can live with my family.,2,2,
"Goes to show ya our world's connected, whether you like it or not.",2,2,
Sasha.,2,2,
Are you that much of a scaredy-cat?  Is it that hard for you to leave this forest behind and get along with others?  It's been 3 years since I've been back.,2,2,
Surely he realized something was amiss and fled  It can't be! Way out here?  They've already come this far?!  This place isn't safe for people anymore.,2,2,
"What's that? A new village?  Damn! If I don't slice it off, it'll just heal back up!  A child?  I'm so sorry  What's your name?  Don't worry.",2,2,
It'll be okay.,2,2,
"What will?  Huh? What? I mean Um  Steady Steady  Um, you see  Huh?  You're kidding me! Hey!  Please wait for us!  There's no need to worry.",2,2,
Please stay calm.,2,2,
It'll come right back.,2,2,
Why are you so nice when you talk?  What?  Run away from here!  It'll be okay!  Why? Everyone already left.,2,2,
The whole village knew my mother's legs were bad.,2,2,
But not a single person came to help.,2,2,
All I could do was watch.,2,2,
It'll be okay!  It's okay.,2,2,
You're really starting to tick me off.,2,2,
What?  That stupid way you talk politely to everyone.,2,2,
"Why don't you talk to other cadets like normal?  Um Well, you see  Wait.",2,2,
Let me guess.,2,2,
You're embarrassed by the way people sound from your village.,2,2,
Bull's-eye?  I'm surprised an idiot like you cares so much.,2,2,
"You can't do anything but hunt, and you're afraid of people, to top it off.",2,2,
I bet you don't have a single good reason for aiming to become a soldier.,2,2,
"Your parents probably  Stop it, Ymir! You're being  Sasha!  You gonna care what other people think and be someone you're not your whole life?  What a crock of shit.",2,2,
"You're fine as is, so talk in your own words for crying out loud.",2,2,
Th-Thank you  very much.,2,2,
What?  I'm sorry.,2,2,
I'm not yet  Cut it out!  There's nothing wrong with the way she talks!  Sasha is who Sasha wants to be.,2,2,
Her words will always be her own.,2,2,
And I happen to like her.,2,2,
Hmph! Have it your way.,2,2,
"Still, even if she changed the way she talks,  it won't change the fact that she's annoying.",2,2,
"You know, not everyone is as insensitive as you.",2,2,
"Excuse me?  You little You little  Hey! What are you laughing at?!  Ah! I'm sorry!  Why do I remember, now of all times  about silly, pointless days in the past?  It's all I can think of.",2,2,
"Hey, listen up.",2,2,
You'll be fine.,2,2,
Keep following this path.,2,2,
Run as far as you can.,2,2,
I promise someone will be there to help you.,2,2,
"You might not find them right away  But still, keep running until you do!  Now, go!  Run!  Get runnin'!  If I take out both eyes, it'll buy us plenty of time.",2,2,
Only two left.,2,2,
Relax  All it is is a big  slow moving  target!  Got it!  One more arrow.,2,2,
"But, if I miss this  we can't escape.",2,2,
"If I miss, me and  that girl  I slipped out thanks to that blood.",2,2,
Now I've gotta find that girl!  Huh? Sasha?  We been givin' horses to everyone in the area.,2,2,
That girl told us someone was still back there.,2,2,
"Who'da thunk it was you?  You fought off a Titan for that girl, didn't ya?  Sasha Yer all I hoped for.",2,2,
Father  I'm home.,2,2,
"Conny, wait!  Calm down!  There could be Titans anywhere!  Get back here, Conny!  This can't be  Anyone?! Is anyone there?!  It's me! Conny!  I came back!  My house!  Dad  Mom  Sunny Martin!  Please be okay!  Conny! Get back!  It's my house.",2,2,
"My  Conny  Fall back, you two!  I'll scout the area!  Wait, it's  It can't move?  Not with those legs  Th-Then How?  How did it even get here?!  ""I'm sure my family is safe and sound.",2,2,
"""  Shaking off the dread of Titans appearing in his hometown,  Conny once again departs.",2,2,
Battle erupts across the land while the mystery of the Titans remains.,2,2,
"As the plight worsens,  Eren and the others heading for Ehrmich District  receive a clue that might reveal the truth.",2,2,
"Next episode: ""Southwestward.",2,2,
"""",2,2,
"""Soldier""  Stand back, rookies.",4,2,
Leave it to us.,4,2,
It's time to show off our ODM gear.,4,2,
"Let's go!  ""2 hours earlier""  Looks like someone was here recently.",4,2,
That's odd for a place this near the wall.,4,2,
Some bandits probably used it as a base.,4,2,
"It said ""Ruins of Utgard Castle"" on one of the signs.",4,2,
"Who would have thought there was a castle around here?  Hey, check it out.",4,2,
Look what I found.,4,2,
Gelgar Is that booze I see?  Yeah.,4,2,
"What the heck does it say?  You're not gonna drink it now, are you?  Don't be stupid.",4,2,
Not at a time like this.,4,2,
Convenient All this contraband to enjoy for ourselves.,4,2,
Now you're making us sound like the bandits.,4,2,
You rookies should try to get some rest.,4,2,
"Titans won't be roaming around at this hour,  but the rest of us will take turns keeping watch.",4,2,
We'll leave from here four hours before daybreak.,4,2,
Um  What if the wall isn't actually broken after all?  The Titans Where could they be invading from?  Finding the answer to that is our job for tomorrow.,4,2,
But what if? Maybe it's not nearly as bad as we thought from the start.,4,2,
"I'm just saying, but  Yeah There's barely any Titans around here.",4,2,
"If the wall was really broken, that is.",4,2,
The only group we've really seen was during the initial sighting.,4,2,
Conny? What about your village?  It was destroyed.,4,2,
Crushed to sticks and rubble by Titans.,4,2,
I see How awful  But nobody there was eaten.,4,2,
"I think they all escaped, so there's that to be thankful for.",4,2,
"Wasn't the village destroyed?  The houses and stuff were wrecked, but the villagers made it out safely.",4,2,
"If anyone was eaten, then  there would've been blood and remains.",4,2,
"But there wasn't any of that, so it's the only explanation.",4,2,
Still I can't stop thinking about it  There was that Titan at my house.,4,2,
"It couldn't move on its own, but it was lying right on top of my house.",4,2,
"But it's weird  I don't know why, but it reminded me of my mother  What does that?  Conny You're still saying that? You  What an idiot!  You think your mother might have been that Titan?!  Then how come you're so damn short, huh?  Come on, Conny! I knew you were pretty stupid,  but this is taking it to another level!  Would you just shut up?  This is absurd.",4,2,
"If this theory of yours is correct,  that means your father had to be a Titan, too.",4,2,
"Otherwise, you know  They couldn't do it  Shut up! Go to sleep, you wench!  Ymir? What are you doing?  Prowling at night, Reiner? Come to see me?  I'm shocked.",4,2,
I was under the impression that you had no interest in women.,4,2,
Yeah.,4,2,
"And it doesn't seem like you have interest in guys, either.",4,2,
I thought I'd use this time to scavenge for something that might fill my stomach.,4,2,
This'll probably end up being my last meal.,4,2,
About Conny's village  Were you joking around on purpose?  I'd appreciate if you did more of that.,4,2,
So that he doesn't keep worrying about his family.,4,2,
What are you talking about?  This might do the trick.,4,2,
"Not that I like herring, but  Is there any more?  Could I see it?  Go for it.",4,2,
"Canned food, huh?  What are these letters?  I can't read any of it.",4,2,
"This says herring on it?  You are able to read this language?  Ymir  You're  Everyone, wake up!  Get to the tower! Quickly!  Gotta be fricking kidding me.",4,2,
I'd be drinking right now if it wasn't for you!  This is all your fault!  Let's go!  Get your damn hands away from me!  You piece of shit!  Look at that.,4,2,
Those little ones got crushed by the fatty.,4,2,
Dumb-asses.,4,2,
That was way too reckless!  Couldn't you have avoided that without wasting your blades?  That's just how I do things.,4,2,
You better chalk that one up as an assist.,4,2,
How heroic of you.,4,2,
I'll think about it.,4,2,
I'm too late  The door is bashed in!  The Titans broke through.,4,2,
Go back down and form some sort of barricade.,4,2,
"If you can't block them, retreat back up here as a last resort.",4,2,
But that doesn't mean we'll be able to help you though.,4,2,
I'm not sure if we'll still be alive if it comes to that.,4,2,
We've all gotta do what we're trained to do.,4,2,
"Give it all we've got till we die!  Understand?  Got it!  I'll go see how far they've come through!  You guys grab boards or rods or whatever!  Bring everything you can carry!  Reiner!  Hey!  Wait up, Reiner! Hold on!  Who does he think he is, always taking the most dangerous job?  Come on, man!  Yeah, that's a bad habit of his.",4,2,
They're still below.,4,2,
"Well, it's still locked  But it's not like this old wooden door will keep them out for long.",4,2,
"They're here!  Bring something, quick!  Is this it?  Will this be it?  Is this the end?  No  It can't be.",4,2,
"I won't let it happen!  I'm definitely going home!  Reiner!  Reiner! Are you okay?!  Yeah!  Bertholdt, we're gonna survive and go home.",4,2,
We're going back to our hometown for sure.,4,2,
"Right Right!  We're going home!  Reiner! Bertholdt!  Hey, that's  Have powder? A cannonball?  Hell no! You'll just have to take the whole thing!  Out of the way!  Looks like that worked out, miraculously.",4,2,
Yeah  It's not getting up from that.,4,2,
Not one of that size.,4,2,
What now? All we have is this knife.,4,2,
Should I cut off its nape?  Don't even try.,4,2,
You'll get hurt if it grabs you.,4,2,
"F-For now, let's retreat back upstairs.",4,2,
There could be more than just one that got inside.,4,2,
"Conny!  Conny!  Reiner!  Uh, Reiner  Don't tell me  You're gonna jump out the window with it?!  I've got no other choice!  Wait!  If I can just slice open its jaw  You're free!  What will we do if another comes through?  We won't be lucky enough to kill a second one.",4,2,
"Yeah, I'm with you there.",4,2,
Sorry I'm sorry.,4,2,
I think it's broken.,4,2,
"Yeah, just my luck.",4,2,
We'll need a splint and a bandage.,4,2,
I know.,4,2,
Sorry  All I've got is this dirty cloth.,4,2,
Sorry.,4,2,
"No, it helps.",4,2,
Gotta marry her.,4,2,
"Are you all right, Reiner?  Yeah, I guess.",4,2,
"By the way, Christa.",4,2,
"My hand got scraped up a bit, too  Huh? Just spit on it or something.",4,2,
"Sorry about that, Reiner.",4,2,
It seems like you're always saving my ass.,4,2,
"Speaking of which, Annie risked her life to save me, too.",4,2,
I've gotta pay you back sometime.,4,2,
Not really.,4,2,
It's  It's the normal thing to do.,4,2,
Because we're soldiers.,4,2,
I'm not so sure about that.,4,2,
I doubt I could ever be that brave.,4,2,
"Hey, Bertholdt.",4,2,
"Has Reiner always been like this?  No In the past, Reiner was more of a warrior.",4,2,
Unlike now.,4,2,
"What's that mean?  What do you mean by warrior?  For now, let's try to gather anything useful we can find.",4,2,
"That way when we die, we can do so without regrets.",4,2,
That's the Scouts for you  They're on a different level from the other soldiers.,4,2,
That's mostly it for the big ones.,4,2,
It's a good thing we have this tower.,4,2,
"Yeah, we might actually survive.",4,2,
We'll go check on the recruits!  Okay.,4,2,
What's that sound?  The horses!  Huh?  Again?!  What the hell is that sound?!  Lynne! Henning!  What was that?!  It's no use.,4,2,
They both died instantly.,4,2,
"This can't be  It's him! The one that walked off towards the wall!  That Beast Titan did this!  A group of Titans approaching! More than twice the number from earlier!  What'd you say?!  Their timing is too perfect, like it's part of some strategy.",4,2,
I get the feeling they've been toying with us from the start.,4,2,
This is bad! My gas is all but gone!  Did I get 'em?  This tower won't hold much longer.,4,2,
I only have a small amount of gas left.,4,2,
"What about you?  No gas here, and I used up all of my blades.",4,2,
Those blunt ones the last you have left?  Yeah  How many did the four of us kill?  I don't know.,4,2,
I didn't have the luxury to count.,4,2,
You know what? I think I did a pretty good job myself.,4,2,
But the thing is  I wish I could have a drink before I go.,4,2,
"Gelgar  Sorry, Nanaba.",4,2,
I must've hit my head  I can't hold  any longer.,4,2,
Gelgar!  Gelgar!  Damn it! Is that all I've got?  Thank God  H-How cruel.,4,2,
This just isn't fair.,4,2,
Who the hell drank the rest of this bottle?!  They got him.,4,2,
"Quit it, Christa!  The tower's about to crumble! You'll fall!  But they're dying in our place!  Nanaba  No! No! Nanaba  No! No! And Gelgar  Father, stop!  Father!  I'm sorry! I won't do it again!  Father! No!  Damn it all to hell!  Hey Do we gotta wait here now until the tower falls and we get eaten alive?  Is there nothing we can do about it?!  This sucks  We'll be wiped out without even finishing our mission.",4,2,
"I want to keep fighting, too.",4,2,
"If only I had some sort of weapon,  then I could fight and die alongside them.",4,2,
Christa You're still saying things like that?  Don't you dare use their deaths.,4,2,
They didn't die so you'd have an excuse to get yourself killed.,4,2,
"That's not That's not what I  You're not like Conny and the Scouts!  They don't want to die, but you don't even care.",4,2,
All you want to do is die in a way that makes you seem like a hero.,4,2,
Th-That's not  Conny.,4,2,
Give me that knife you had.,4,2,
Huh? My knife?  Just hand it over.,4,2,
Fine.,4,2,
Here.,4,2,
Thanks.,4,2,
"What do you want it for?  Hmm?  Well, you see  I'm going to fight with this.",4,2,
Ymir What are you planning?  Who knows? I don't even know myself.,4,2,
Ymir  Christa.,4,2,
"You've probably forgotten all about it by now  But this might be the end, so  Try to remember that promise we made training on that snowy mountain.",4,2,
I have no right to tell you how to live your life.,4,2,
"So actually, this is nothing more than a hope of mine  I want you to live a life you're proud of.",4,2,
"Remember our promise, Christa.",4,2,
"Ymir! Wait!  Ymir!  ""Live a life you're proud of.",4,2,
"""  Leaving Christa and those words behind, Ymir unleashes the power of the Titans.",4,2,
Between Ymir and Christa is a powerful promise they made in the past.,4,2,
"As Ymir battles and puts her life on the line,  Christa screams out, casting aside the persona she's kept for so long.",4,2,
"Next episode:  ""Historia""",4,2,
"""Historia""  Come on! The goal is right here!  Keep it up!  Nine hours and twelve minutes.",5,2,
"Not a bad time, considering the weather.",5,2,
Thought we were gonna die out there.,5,2,
No one ever said winter training would be this tough.,5,2,
"Damn it, I can't feel my legs.",5,2,
I wish they'd let us inside already.,5,2,
I bet they're busy putting together a huge feast for us! Yum  Hey!  Christa is missing.,5,2,
Huh?  She was sticking with Daz since he wasn't doing so well.,5,2,
Daz isn't here either.,5,2,
Ymir as well.,5,2,
Maybe they're with the last squad?  Can't be.,5,2,
"The last squad, led by Thomas, just arrived.",5,2,
They never saw those three.,5,2,
Huh?  You don't think they got lost?  Hey  They don't stand a chance if they're stuck in this blizzard.,5,2,
"Shit!  Eren!  I'm going back out to try and find them!  Me, too.",5,2,
"Everyone, get in the cabin.",5,2,
But Christa and  Yeah.,5,2,
We'll send a rescue team first thing in the morning.,5,2,
It'll be too late by then!  We won't make any more victims!  Shit.,5,2,
Christa.,5,2,
"Christa, give it up.",5,2,
Listen to me.,5,2,
Never.,5,2,
Daz already has one foot in the grave.,5,2,
It's his own fault for doing this training to boost his score  without knowing how much his body can take.,5,2,
He's just not cut out to be a soldier.,5,2,
"If you keep crawling to the foot of the mountain at this rate,  he'll probably be a goner by then, and we'd be lucky not to be.",5,2,
Which means there's only two outcomes.,5,2,
"Leave Daz here and save ourselves, or all three of us die.",5,2,
Which will it be?  You forgot one.,5,2,
That your prediction is entirely wrong.,5,2,
I'll be able to reach our base at the foot of the mountain with Daz.,5,2,
You can go ahead of us and get back safe.,5,2,
How about that?  There's no trouble in it for you.,5,2,
We'll make it back for sure.,5,2,
Go ahead of us.,5,2,
Hey.,5,2,
Why haven't you asked me to help at all?  I think  you have no intention of saving Daz.,5,2,
You don't care.,5,2,
You've resigned yourself to death already.,5,2,
"You're hoping to die here, aren't you?  How could you?  I thought you were a good girl.",5,2,
You've gotta at least make it look like you're trying to save his life.,5,2,
"If you want people to remember you as a  hero who died trying to save someone,  don't drag him down with you.",5,2,
That's what a bad girl would do.,5,2,
"You're wrong!  I didn't  That's not  I  It's you, right? The mistress' daughter who had people after your life.",5,2,
How do you know?  I see  So it was you after all.,5,2,
It's something I happened to overhear.,5,2,
"At a church in the interior,  back when I snuck around borrowing things to stay alive.",5,2,
What a sob story it was.,5,2,
An illegitimate child can't succeed a powerful noble.,5,2,
"So they just wanted to kill her, to end all the fuss once and for all.",5,2,
But they'd look aside if she changed her name and lived a humble life.,5,2,
"In the end, I heard the girl was forced to join the Cadet Corps.",5,2,
Don't you worry.,5,2,
I haven't told anyone.,5,2,
I don't plan to either.,5,2,
Then  did you enter the Cadet Corps just to find me?  If that's the case why?  Who knows.,5,2,
Maybe because we're similar.,5,2,
"What?  You and me have similar backgrounds?  Well, more or less.",5,2,
That's the reason you became a soldier?  Could be.,5,2,
I don't really know.,5,2,
"No, it's not.",5,2,
You wanted  to become friends with me?  Huh? You've got to be kidding me.,5,2,
You and I can't even compare.,5,2,
We both got a second chance at life.,5,2,
But I'm not the one who took on a fake name.,5,2,
"If I abandon my name and reject who I am, they win.",5,2,
I'm going to keep the name I have and make the best of my life.,5,2,
That's the one and only way I can get my revenge.,5,2,
"So how do you explain yourself?  Are you gonna commit suicide  and make everyone who ruined your life happy?  Why is your desire to kill aimed at yourself?  If you're so eager, use that passion to change your own fate!  I I can't  Even now  There's no way the three of us can make it out of here alive.",5,2,
There is.,5,2,
Huh?  I can see the base straight down from here.,5,2,
We drop Daz off this cliff.,5,2,
"What?  Hopefully he survives the fall,  and hopefully someone down there finds him.",5,2,
"Sure, it might be a long shot, but  that's his only real chance now.",5,2,
"Unless some miracle happens,  he'll be an icicle long before you drag him down.",5,2,
"But  But he'll die for sure if he falls!  Shut up!  Huh?  Quit it!  Ymir!  I'll do it myself, so get moving already!  It can't be  Wait!  Ymir, wait!  They're both  gone.",5,2,
It's better if you guys don't come along.,5,2,
"Like our instructor said, you'll only end up becoming more victims.",5,2,
I'm going so that doesn't happen.,5,2,
I'm not leaving Christa and the others.,5,2,
Hey.,5,2,
What do you think you're doing?  Don't try to stop  You're gonna need a lot more gear than that.,5,2,
"If you go by yourselves, you'll be in the same pickle as Christa.",5,2,
"In a search, the more eyes, the better.",5,2,
You guys  Thanks.,5,2,
"To be honest, we could use you.",5,2,
Hey.,5,2,
We're coming too.,5,2,
The weather's steadily improving.,5,2,
I think we'll be fine.,5,2,
I brought extra rations!  You guys  What was that sound just now?  Somebody's coming!  Ymir  Took you long enough.,5,2,
I got here before you.,5,2,
I told Reiner and the others I'd wait since you'd come along eventually.,5,2,
What a stupid thing I've done  Where's Daz?  That was the cliff?  But you didn't have any rope.,5,2,
"Even if you did, it's too high.",5,2,
How did you get Daz down from there?  Why not?  I think I can trust you.,5,2,
However  Promise me.,5,2,
"When I reveal my secret to everyone, promise me.",5,2,
Take back your old name and live.,5,2,
Ymir!  Christa I felt the same.,5,2,
That it would have been better if I was never born at all.,5,2,
I was hated by the world just for existing.,5,2,
"I  To give countless people joy, I gave up my life.",5,2,
"But from that time, there was a wish I held in my heart.",5,2,
"If someday, I was given a second chance at life  this time  I would live for no one but myself!  Is this real?  Ymir is a Titan, too?  Ymir  Th-That Titan is  from that day  Th-Thanks, Reiner.",5,2,
"Ow, it hurts! Reiner, my leg!  Reiner! That's enough!  Let her leg go! Her leg!  Hey!  S-Sorry.",5,2,
"No, you saved me.",5,2,
Christa Did you know?  That Ymir is a Titan?  I had no idea.,5,2,
"I was always so close to her, too.",5,2,
"How? How could this be?  That Titan is Ymir?  In other words, she knew some of the secrets of our world.",5,2,
And I never suspected a thing.,5,2,
"Hey Do you think she's known about it?  Eren's a Titan, too, but he didn't know until it happened.",5,2,
But Ymir is like she is aware of being a Titan all along.,5,2,
Are you saying she might be an enemy of humanity?  I'm saying that's one hell of a power to hide.,5,2,
Who knows what she might have been thinking.,5,2,
I wonder What could be Ymir's goal?  Ymir!  She's  Wh-What was that?  Is she worried about the tower falling?  She has to be.,5,2,
"If she wanted to,  Ymir could use this power of hers to escape all on her own.",5,2,
"And yet, she's not doing that.",5,2,
It's us She's risking her life to protect us.,5,2,
"Why?  Why?  Ymir!  Don't you die, Ymir!  Not in a place like this!  Hey!  Don't pretend like you're good, you idiot!  You wanna go out in a blaze of glory? Are you stupid?!  It's too late for you to try and get into heaven!  Live for yourself, goddammit!  If you're gonna die protecting this tower, forget about it!  Tear it down!  Hey!  H-Hey! She's really tearing it down!  Keep it up, Ymir!  Want live?  Grab me!  Titans again?  Hey, ugly! Go and finish the job!  Ymir!  This looks bad.",5,2,
"Ymir is  This can't  This can't  Christa!  This can't  Ymir, wait!  I still  want to talk to you!  I still  I still haven't told you my real name!  Wait  I still  Christa.",5,2,
"Everyone, get back.",5,2,
We've got this.,5,2,
Leave the rest to us.,5,2,
"Mikasa!  Have the others disperse and cover the area!  The rest of us will attack where the Titans are gathering!  Got it!  Hey!  We don't need you to be a part of the attack!  Die!  I did it! My first kill!  You moron! I told you to stay back, Eren!  Right! I'm sorry!  Ouch  Hey!  Eren!  You guys!  It can't be  Ymir is  Ymir  My real name  is Historia.",5,2,
There was no damage seen along Wall Rose.,5,2,
"Then how is it that Titans appeared on the inside of the wall?  Thrown into confusion,  the Scouts decide to return to  Trost with doubts weighing heavily on their mind.",5,2,
However  Eren learns a shocking secret one that changes everything.,5,2,
"Next episode: ""Warrior.",5,2,
"""",5,2,
"Again?!  What the hell is that sound?!  While stopped at the ruins of Utgard Castle to take a brief break,  the Scouts were overwhelmed by a Titan assault,  vanquishing their hope of survival.",6,2,
"Nanaba No! No!  And Gelgar No! No!  Father, stop!  However, in that moment  Christa.",6,2,
This is nothing more than a hope of mine  I want you to live a life you're proud of.,6,2,
Ymir! Wait!  Ymir suddenly transformed into a Titan.,6,2,
"Keep it up, Ymir!  Want live?  Grab me!  This looks bad.",6,2,
Ymir is  This can't  This can't  I still haven't told you my real name!  And then the main force of the Scouts rushed in to engage the enemy.,6,2,
Die!  They successfully dismantled the Titan attack.,6,2,
"However,  upon the ruins of battle,  Eren and the others learn a surprising truth.",6,2,
Ymir  My real name  is Historia.,6,2,
"""Warrior""  Slowly!  Bring it up slowly!  Raise it carefully now!  How's Ymir?  What sort of shape is she in?  Her right arm and leg were bitten off,  and her insides are beaten like scrambled eggs.",6,2,
"If she was normal, she'd be dead for sure.",6,2,
"If she was normal, huh?  Reiner! Grab on!  Right!  Please, believe me!  I'm telling the truth!  Ymir transformed into a Titan to fight off the other Titans and save us!  She did so with no regard for her own life,  which proves her loyalty to us, her comrades!  It's true that her judgement until now is unforgivable.",6,2,
"After all, she may know things useful to  humanity and yet she kept quiet about it!  I imagine she didn't say anything in order to protect herself.",6,2,
But now she's a changed person!  Ymir is an ally of humanity!  I know Ymir better than anybody.,6,2,
She's a much simpler person than she looks!  I see.,6,2,
"Obviously, I hope we can build a trusting relationship with her.",6,2,
"Her judgement aside, the information she holds is a treasure for humanity.",6,2,
I hope we get along.,6,2,
"But you know  even if she is a simple person,  this world becomes more of a confusing mess with every passing day.",6,2,
"You said your real name was Historia Reiss?  Yes, that's right.",6,2,
"Reiss, as in that noble family?  Yes.",6,2,
I see.,6,2,
"Nice to meet you, Historia.",6,2,
Yeah  How's Ymir?  She's still in a coma.,6,2,
