sentence,episode,season,character
"It feels like those who gave their hearts
 for humanity's freedom are watching me.",25,4,
"Most of them died without even knowing
 humanity existed outside the walls.",25,4,
"Yet, I'm sure none of them would
 be so self-centered as to say:
  ""As long as the island has freedom,
 that's all that matters.",25,4,
"""
  Our only chance to stop
 the slaughter is now.",25,4,
"Hange
  I'm forever a Scout.",25,4,
"""Night of the End""
  Corrections by masaca
  Wanna stop glaring at each
 other and lend me a hand?
  Sharing a meal with enemies of war, huh?
  I'm curious: What changed your mind?
  If you let Eren succeed, you'll get your
 ideal world a paradise for island devils.",25,4,
"We would've stopped Eren and
 Zeke from coming into contact
  had you guys not helped them.",25,4,
"I already explained, General.",25,4,
We don't wish for genocide.,25,4,
"Otherwise, we wouldn't be
 hiding in the forest making stew.",25,4,
"Finally found a sense of justice, huh?
  Justice? You wanna talk
 to us about justice?
  You think we're devils for fighting
 off the Titans that you sent?!
  Listen, we fought our asses off
 'cuz we didn't wanna get eaten alive!
  Does that sound like
 devils to you, buddy?!
  Yeah, you seem like devils to me.",25,4,
"The threat of Paradis came true
 and now the world's in danger.",25,4,
"This is where all your
 fighting got you.",25,4,
"Am I wrong?
  If not for the wall falling and Eren
 having to see his mother get eaten alive,
  he wouldn't have done this!
 You made him use the rumbling!
  You wanna talk history, do you?
  You know that Marley was tyrannized
 and devastated by Eldia first, right?
  Still playing the victim
 after 2,000 years?
  It's like I'm talking to children.",25,4,
"The island's suffering is a joke compared
 to 2,000 years of tragic history.",25,4,
"Excuse me?
  C'mon, that's enough.",25,4,
"It's silly to talk about the past
 when none of us were there.",25,4,
"Jean, the general has
 trouble understanding us.",25,4,
"We're weird devils who
 would give up our paradise
  to help the very world that
 wants to exterminate us.",25,4,
"For a few months,
 we lived in the outside world.",25,4,
"We can't go back to being
 ignorant island devils.",25,4,
"So, can you kill him?
  Can you kill Eren?
  There're other ways to stop him.",25,4,
I figured you'd say that.,25,4,
"What, then? Talk him out of it?
  You think you can change the mind
 of someone slaughtering humanity?
  We won't know unless we talk to him.",25,4,
"Let's say you can't convince him and he
 won't stop the rumbling.",25,4,
"What then?
  Can't answer 'cuz you can't
 think of him as an enemy?
  I knew it.",25,4,
"If the rest of us
 from Marley try to kill Eren,
  you guys will end up fighting
 us to protect him, guaranteed.",25,4,
"Isn't that right, Mikasa?
  You can't even imagine anything being
 more important to you than Eren.",25,4,
"So you wanna get rid of me?!
  - Eh?!
 - Leonhart!
  I understand that feeling.",25,4,
"I wanna stop Eren for one reason:
  So my father in Marley doesn't die.",25,4,
That's why I need your help.,25,4,
"If you can change Eren's
 mind, all the better.",25,4,
"But until you try,
 we shouldn't be fighting.",25,4,
Fine.,25,4,
"All right, all right!
 The stew's ready, so let's eat!
  Even with rested horses,
 it's five hours to the port.",25,4,
"According to Kiyomi Azumabito, a flying
 boat to observe the rumbling is there.",25,4,
"That's how we get near
 the Founding Titan.",25,4,
Go figure.,25,4,
"The Azumabito
 went behind our backs.",25,4,
"The problem is locating the Founding
 Titan.",25,4,
We only have so much fuel.,25,4,
Right.,25,4,
That's why we captured her.,25,4,
"Where is Jaeger headed to first?
  I don't know.",25,4,
"And if I did,
 why would I tell you?
  You taught Jaeger everything
 about the mainland.",25,4,
"He likely planned out the rumbling
 beforehand.",25,4,
You must know something.,25,4,
Bastard.,25,4,
"Huh?
  Why should I cooperate with
 Marleyan bastards like you?
  Because your life depends on it.",25,4,
It's no use.,25,4,
She wants to die.,25,4,
"Weren't you fighting Marley
 to save your homeland?
  Don't you care if it gets crushed?
  Yelena
  She doesn't.",25,4,
"I'll tell you why: Because
 she's a Marleyan bastard, too.",25,4,
"You sure got the better
 of us in Liberio, Yelena.",25,4,
"Looking into your background
 was quite a shock.",25,4,
"Though an ordinary Marleyan,
  ever since you met Zeke, you pretended
 to be from a country annexed by Marley.",25,4,
"Disappointed with Marley,
 you built your own story:
  A fairy tale about saving
 the world with your prince,
  piling on the lies to
 carve your place in history.",25,4,
Your passion is to be admired.,25,4,
"""Save the world.",25,4,
"""
  Are there any words
 more sweet and enticing?
  The noble deed of saving millions
 whispers to your heart.",25,4,
"You gobble it up as if to wash
 down the taste of hate.",25,4,
That's what I see looking at all of you.,25,4,
"Shall I jog your memories a bit?
  Reiner Braun.",25,4,
"Just how many Eldians were eaten by
 Titans because you broke down the wall?
  Annie Leonhart.",25,4,
You've killed quite a few Scouts yourself.,25,4,
"Not to mention all the civilians
 you crushed in Stohess.",25,4,
"Oh, as for the Paradis Islanders
  To think such a sensible person would
 wreak such havoc on the port, Armin.",25,4,
"If you include all those civilians,
 you've built a mountain of corpses.",25,4,
"Let's not forget everyone's heroic
 acts in Liberio especially Jean's.",25,4,
"You courageously fired a Thunder Spear
 at Falco while aiming for the Cart Titan.",25,4,
"Also, Gabi over here was the one
 who shot and killed Sasha.",25,4,
"Sasha was such a sweet girl,
 even I was saddened.",25,4,
"But you all had been together like
 a family since you were Cadets.",25,4,
Your grief must be immense.,25,4,
"It's good, Hange.",25,4,
"Got any more?
  Yeah.",25,4,
There's plenty left.,25,4,
"Thanks, Yelena.",25,4,
"You wanna get it all out in the open
 so we can sort things out, right?
  It's a shame you blew your buddies'
 heads off for your failed fantasy.",25,4,
"And it's a shame you've
 got a death wish now.",25,4,
But how thoughtful of you.,25,4,
"Oh, I almost forgot.",25,4,
"What was the name of your friend
 that you mentioned to me before?
  Oh, right Marco.",25,4,
"You said that Annie was somehow
 involved in his death, right?
  Have you asked Annie about
 the truth behind his death?
  I took Marco's ODM gear away from him.",25,4,
"That's why a Titan ate
  She was just following my orders.",25,4,
"Marco overheard a secret conversation
 between Bertholdt and me.",25,4,
"Fearing he knew my identity,
  I figured the best way to keep Marco
 quiet was for a Titan to eat him.",25,4,
"So after I knocked him onto
 a roof and held him down,
  I had Annie remove his ODM gear.",25,4,
"Since Marco couldn't go
 anywhere, he was eaten.",25,4,
"Did Marco say anything at the end?
  ""We haven't even talked this through.",25,4,
"""
  Yeah That's right.",25,4,
We've barely tried to talk.,25,4,
"That's why we're still trying
 to put each other in the ground.",25,4,
It's not too late to start.,25,4,
"Here we are talking to each other,
  when before, we would've
 been at each other's throats.",25,4,
"Could anyone have imagined we'd
 be eating together around a fire?
  As I watched it happen, I wondered
 why Marco was being eaten by a Titan.",25,4,
"- Huh?
 - Overcome by anger, I thought,
  ""How dare you eat Marco,"" and killed it.",25,4,
Enough.,25,4,
"The guilt messed
 with your head.",25,4,
Don't forgive me.,25,4,
I'm truly worthless.,25,4,
"That's enough!
  I'm sorry.",25,4,
"Hey! Jean!
  Quit it!
  Cut it out!
  Jean!
  Gabi!
  I'm sorry.",25,4,
"We wanted to wipe out
 everyone living on Paradis Island.",25,4,
"In hopes that the world would forgive us,
  we wanted this island
 the devils to be wiped out.",25,4,
"And now, my mom, dad, and
 everyone in Liberio will be wiped out.",25,4,
I'm sorry.,25,4,
"I know it's absurdly
 shameless of me to ask
  but we need your help! Please!
 I'm begging you to help us!
  Please! Let's stop the rumbling together!
  Please!
  - Please!
 - Please!
  - Please!
 - Please!
  Please!
  Let go.",25,4,
"Where are you going?
  Jean! What about your seconds?
  It's no use He left
  Gabi
  So damn noisy.",25,4,
Get up.,25,4,
It's time to leave.,25,4,
"You're gonna help us?
  Yeah, of course.",25,4,
"Hey! Get your ass up, Reiner!
 Your injuries healed a long time ago!
  Gabi Sorry for kicking you.",25,4,
"You okay?
  Yeah, it's okay.",25,4,
I'm fine.,25,4,
I see.,25,4,
"Reiner, I'm not apologizing to you.",25,4,
"Yeah, that's fine.",25,4,
"And me?
  It's the Cart.",25,4,
Stop.,25,4,
It must be something.,25,4,
"It's the port
 It's occupied by the Jaegerists.",25,4,
They must've used a locomotive.,25,4,
"There're a bunch of soldiers with
 Anti-Titan gear on standby.",25,4,
"Corrections by masaca
  To save the world, they must stop Eren.",25,4,
"Though determined to do so,
 old allies stand in their way.",25,4,
"Next episode: ""Traitor.",25,4,
"""",25,4,
"I never imagined Floch would
 take action this quickly.",26,4,
"It's over if the Jaegerists destroy
 the flying boat.",26,4,
"So why haven't they?
  Beats me.",26,4,
"They probably doubt we're still
 around, let alone trying to stop Eren.",26,4,
"It's easy enough to destroy it,
  but it'll take decades to restore
 the tech with most of the world gone.",26,4,
"Plus, they'll want it to ensure
 the mainland is empty.",26,4,
"I think the reason they're here
  is to capture the Azumabito
 with all their boats and stuff.",26,4,
"But the moment they realize
 we're here at the port,
  they'll blast the flying boat
 into smithereens.",26,4,
"Preventing that will be difficult,
 even with some of the Nine.",26,4,
"But if we can't manage this much,
 we'll never take down the Founder.",26,4,
"Let's plan to
  Corrections by masaca
  ""Traitor""
  We've gotta kill 'em all at once.",26,4,
"That's
 the only way to secure the flying boat.",26,4,
"For this to work, we'll need all our
 Titans and all your weapons.",26,4,
"Got it?
  Not so fast.",26,4,
"What?
  If we go in recklessly,
 the Azumabito will get caught up in it.",26,4,
"Right!
  Why should we care about your distant
 relatives? They attacked our homeland.",26,4,
Wait.,26,4,
"The Azumabito dying
 will pose problems, Annie.",26,4,
"Isn't that right?
  It's true.",26,4,
"I should be able to
 pilot the flying boat on my own,
  but without the Azumabito mechanics,
 it's just a boat without wings.",26,4,
"Currently, the wings are folded up
 to make it easier to tow.",26,4,
"And it's not just a matter
 of unfolding the wings.",26,4,
"The original plan was to service it in the
 hangar and pilot it after some training.",26,4,
"How long will that take?
  I don't know.",26,4,
It depends on the Azumabito.,26,4,
I see.,26,4,
"Sounds like you wanna protect the
 Azumabito while they service the boat.",26,4,
"But not just that without killing any of
 the Jaegerists who come to stop us, huh?
  If possible.",26,4,
"We've known 'em
 since we were cadets.",26,4,
"So, what's your plan? Tell me.",26,4,
"How do you plan on buying enough time
  for the Azumabito to service the
 flying boat without killing anyone?
  Let's hear it, Armin.",26,4,
"Don't you have a
 grand plan like when you cornered me?
  There's no such plan.",26,4,
"We either
 wipe 'em out, or don't and lose the boat.",26,4,
"Hold up! We're here to save people!
  And yet, we've gotta murder some of
 our friends first?! What the hell?!
  True You guys shouldn't be expected
 to help out in this operation.",26,4,
"Nor expected to make
 that choice in the first place.",26,4,
"Unlike us, you probably wouldn't
 have destroyed the wall that day.",26,4,
"Like I thought, I'm the same as you.",26,4,
"Is that what he meant?
  You guys don't have to fight.",26,4,
"Eh?
  Watch from a safe place
 with Gabi and Falco.",26,4,
"If the Jaegerists spot you,
 you'll have no choice but to fight.",26,4,
"So, stay out of it.",26,4,
"And just watch you guys
 slaughter each other?
  Is this even a situation that
 Titans alone can solve?
  I have no intention of spectating.",26,4,
"After all, the Jaegerists
 have killed four already.",26,4,
"Besides, humanity doesn't
 have much time left.",26,4,
"I saw Titans crossing the sea,
 giving off tons of steam.",26,4,
"Judging by their speed,
 they've probably set foot on Marley.",26,4,
"I'm sure the closest cities in the
 northeast are already destroyed.",26,4,
"Who knew they'd cross
 the sea so quickly?
  Just how many have died thus far?
  Tell us where Eren Jaeger is headed!
  Talk or I'll give you
 another elbow to bend!
  Magath!
  Don't be scared.",26,4,
I won't kill you.,26,4,
That's a relief.,26,4,
I changed my mind.,26,4,
"I don't wanna
 die till I see how this ends.",26,4,
"If you take me with you, I might
 just say where Eren is headed.",26,4,
Securing the boat comes first.,26,4,
We don't have time to torture her.,26,4,
"Conny, Armin, Mikasa, Jean
  I want to apologize for my behavior
 last night.",26,4,
We were wrong.,26,4,
I was foolish to bring up justice.,26,4,
"Disgusting as it is, I was desperately
 trying to justify my actions.",26,4,
"I feared to look at myself and see
 I've become as vile as Marley.",26,4,
None of you are to blame.,26,4,
"It's wrong to make you bear the
 sins of the past due to your race.",26,4,
"Pieck, Annie, Reiner
  You shouldn't have to endure the
 world's hatred your whole lives, either.",26,4,
"However, it's our duty to remember
 this stupid, bloodstained history
  and teach it to future generations.",26,4,
"Eren Jaeger wants to eradicate
 everything, and that's unforgivable.",26,4,
"This hell won't end until we turn
 away from all this senseless killing.",26,4,
"But please
  Just this once, look the other way
 until this senseless bloodshed is over.",26,4,
I refuse.,26,4,
I won't stand by with clean hands.,26,4,
"Just look at all that steam!
  We'll never see a day where
 history changes more!
  Of course, that includes Hizuru's, too.",26,4,
"Civilization will be completely erased
 and all lands born anew.",26,4,
"You need not worry
 about things anymore.",26,4,
Just focus on contributing to the island.,26,4,
"Fortunately, you have Hizuru's finest
 engineers here to do their part.",26,4,
"Right?
  If you don't want to lose any more
 of them, just do as you're told.",26,4,
"Sorry to spoil your
 wonderful mood, but
  Eh?
  What ""change"" are you so happy about?
  If you think Paradis Island will be
 safe now, I'm afraid you're wrong.",26,4,
"The world will shrink, that's all.",26,4,
"You'll still continue to kill
 one another, as always.",26,4,
Thanks for your thoughts.,26,4,
"I'm starting to think that, too.",26,4,
"But it's very important
 to know one's place.",26,4,
We don't need Hizuru's technology.,26,4,
"If we decide seafaring and
 flying boats don't matter much to us,
  we'll nip trouble in the bud.",26,4,
"Got it?
  It's important to know
 one's place.",26,4,
"Understand?
  Floch! Where are you?!
  Where are the Azumabito?!
  Armin?!
  Floch!
  Why all the commotion?!
 Where've you been?!
  Chasing the Cart Titan!
  It's with the Armor!
 They're swimming away!
  Hurry or they'll escape!
 We need the flying boat!
  Order the Azumabito to get it ready!
  What are you?
  What are you doing?!
 Why didn't you chase the Cart?!
  It's obvious they'd run south!
 They killed Jean and Onyankopon!
  Armin! There's the flying boat!
  Floch! Send the Azumabito
 mechanics out here, pronto!
  Stop!
 Halt!
  Daz! Samuel! What are you doing?!
  Are those explosives?!
  Take those off!
  We need it to stop the Marleyans!
 They'll get away!
  Wait!
 Calm down, you two!
  The truth is, we heard you
 guys teamed up with Marley
  and wanna use the flying boat
 to stop the rumbling, supposedly
  Th-That's crazy talk!
  Yeah! If Eren's stopped,
 the island is doomed!
  Th-That's what I thought.",26,4,
"You guys wouldn't put the island in
 danger after we're finally saved, right?
  Of course not!
  Thank goodness.",26,4,
"I don't know what
 I would've done if you were traitors.",26,4,
"Just hurry up and take
 the explosives off!
  You know, despite the
 fact they're our enemies,
  part of me thought you guys might try
 to stop Eren from killing everyone.",26,4,
"What's wrong?
 I disconnected the detonator.",26,4,
"Now, if Floch actually listens and
 lets the Azumabito mechanics come
  And we somehow get everyone aboard
 once the flying boat is ready
  If all goes to plan,
 no blood needs to be spilled.",26,4,
"Don't you think it's a little strange?
  If they knew the enemy fled south,
 a locomotive would get here faster.",26,4,
"Much faster than using horses, at least.",26,4,
"So why would they be sneaking around?
  No, there's no proof But
  Trouble should be nipped in the bud.",26,4,
"We failed!
  Huh?!
 Floch!
  Kill her, dammit!
  I won't go down without a fight!
  Kiyomi!
  Enemy attack! Mikasa, Armin, and Conny
 have betrayed Eldia! Kill them!
  They'll shoot through the window!
  Run to the basement!
  It's begun
  We've got no choice but
 to wipe out the Jaegerists!
  Lady Mikasa!
  This way, Azumabito!
 Hunker down in the basement!
  Follow me if you wanna live!
  Hey!
  Daz! Stop!
  Armin!
 Don't move!
  Samuel
  Daz Blow up the flying boat.",26,4,
"Hurry!
  Samuel, you
  You betrayed us, Conny!
  Even though you said we'd expand
 our lands and eat meat together!
  Argh, dammit! Why'd it come to this?!
  We're sitting ducks here!
 They'll kill us one by one!
  It's fine! If we're in a safe place,
 the others can let loose!
  They're in the basement!
 Bring more explosives!
  They holed up with no escape?!
  No Could this be?!
  So much for that.",26,4,
"Why'd it come to this?
  Nothing can take the violence
 out of people.",26,4,
"Right, Captain?
  Fetch more Thunder Spears!
  Daz! Blow it up!
  Armin!
  Stop!
  S-Stop!
  Armin!
  You traitors! Why?!
  Aren't we all friends?!
  You are our friends!
  But! I!
  Someone has to be the one to do it.",26,4,
"S-Sto!
  Someone has to be the one
 to stain their hands with blood.",26,4,
"Corrections by masaca
  Hesitate and die.",26,4,
Aim the gun and pull the trigger.,26,4,
"All while believing the betrayal
 leads to saving the world.",26,4,
"Next episode: ""Retrospective.",26,4,
"""",26,4,
So much for that.,27,4,
"Why'd it come to this?
  Nothing can take the violence
 out of people.",27,4,
"Right, Captain?
  You traitors! Why?!
  Aren't we all friends?!
  You are our friends!
  But! I!
  J-Just now
  What did you say?
  That it usually takes us a whole day
 to service the boat before it can fly.",27,4,
"But with the right equipment,
 we could shave it down to half a day.",27,4,
"Half a day?
  You want us to hold off
 the enemy for that long?
  They're gonna be throwing
 reinforcements at us.",27,4,
"We're supposed to defend the port
 when our Titans only last a few hours?
  We'll be too late.",27,4,
"The rumbling moves faster
 than a galloping horse.",27,4,
"Plus, they plow through all obstacles.",27,4,
"In half a day, they'll raze something
 like 600 kilometers past the coast.",27,4,
"For them to flatten the entire
 continent will take just four days.",27,4,
"Even if all goes right
 and we do stop Eren
  it'll already be
 too late for Liberio.",27,4,
Dammit.,27,4,
"Even if we do get it to fly,
 we don't know Eren's location.",27,4,
That'll add more time.,27,4,
"It's not like we can defend the
 port that long to begin with.",27,4,
"It's just not
  I have an idea.",27,4,
"South of here, in the Marleyan coastal
 city of Odiha, we own a hangar.",27,4,
The flying boat could be serviced there.,27,4,
"We could depart at once,
 towing it behind us,
  and complete preparations in Odiha.",27,4,
"A coastal city? That puts it roughly
 Isn't it about to be flattened?
  We can get to Odiha
 before the rumbling does,
  but it's a gamble if it'll
 stand for half a day.",27,4,
"A gamble
  In any case, we won't
 be taking off from here.",27,4,
"Does the ship have coal?
  Y-Yes!
  But prep takes 30 minutes!
  Make it 15! If you die, Hizuru and
 the world are doomed! Stay sharp!
  Right!
 Right!
  I'll get Captain and the others!
  I'll let Mikasa know!
  Corrections by masaca
  ""Retrospective""
  Eat this!
  Change of plans! We're leaving to
 service the boat on the mainland!
  On the mainland?
  Help 'em board it!
  Go! Go!
  It's the Azumabito mechanics! Kill 'em!
  You damn traitors!
  Where are the Azumabito going?
 What could be worth the risk?
  You don't think?!
  Reiner!
  Take this!
  Go! Go!
  Forget the Female Titan!
 Get the Azumabito!
  Stand up! We're nearly to the ship!
  Outta the way!
  Shoot! Are they seriously gonna
 service it on the mainland?!
  Bring all the Thunder Spears!
  They're taking the ship to kill Eren!
 We've gotta sink it at all costs!
  If Eren dies, Paradis will drown
 in a sea of blood!
  The world will seek revenge and butcher
 your parents, siblings, and children!
  Give your hearts!
  You're kidding!
  Huh?!
  They're aiming for the boat.",27,4,
"At this rate,
 those two won't last till it's ready.",27,4,
"I've gotta fight, too.",27,4,
I can use the Jaw's power.,27,4,
Bad idea.,27,4,
"The first
 transformation never goes well.",27,4,
"But if this goes on!
  Leave it to me.",27,4,
"After I get you
 guys to the ship, I'll join the fight.",27,4,
"If only Galliard was here instead of me
  He wouldn't sit around
 worrying about what to do!
  Falco, wait!
  Don't!
  I've gotta get you to the ship.",27,4,
"Get in! Hurry and light the boiler!
  Conny!
  He's hit in the chest.",27,4,
"And face, but he'll heal up soon.",27,4,
"Can you?
  I'll guard the ship!
  Commander Magath, Falco has
  Tsk!
  Reinforcements!
  Unless we do something about 'em,
 we'll be dying instead of leaving.",27,4,
"The whole train of reinforcements
 was taken out!
  What are you doing, Falco?!
 Get on the ship!
  Right!
  My body won't move!
  I can't see a thing!
  Now! Finish 'em off!
  Conny!
  Die, you traitor!
  Conny!
  Hesitate
  and we'll never stop the rumbling!
  Floch!
  I know! Take down the
 traitors with our ODM gear!
  Nail the Cart with Thunder Spears!
 Attack together!
  For crying out loud!
  Defend our island to the death!
 Our country!
  Huh?
  Falco!
  Falco!
  Now! They broke formation!
  It's now
  or never!
  Dammit!
  It all comes down to this!
 If I can put a hole in the hull!
  The one who will save Eldia is me!
  Floch!
  We can set sail! Come aboard!
  Let's go before they
 decide to come back!
  Falco!
  The enemies are gone! Come out!
  Pieck! Hold Falco still!
  Falco!
  You're all right now.",27,4,
"Falco, you did well.",27,4,
Take him.,27,4,
Sure.,27,4,
Leave at once.,27,4,
"Huh? What about you?
  I'll hold the rear.",27,4,
Commander brought Falco back.,27,4,
Yeah.,27,4,
That was a close call.,27,4,
"So? Where's Commander Magath?
  It's ""General"" now.",27,4,
"It's the enemy! Not all of 'em left!
  Are you the one who took
 out the reinforcements?
  That's right.",27,4,
"Why didn't you board the ship?
  That there's a captured Marleyan cruiser.",27,4,
"It's fast enough to catch their ship
 and sink it, so I can't just leave it here.",27,4,
I'll give you a hand.,27,4,
Here they come.,27,4,
I don't care.,27,4,
"I'm lighting
 up the magazine.",27,4,
Now's your last chance to take a swim.,27,4,
No thanks.,27,4,
"I've been looking
 for a good time to die.",27,4,
"Why did you side with us?
 It might be the island's downfall.",27,4,
"I saw some old students of mine
 heading south out of Shiganshina
  with Annie Leonhart.",27,4,
"And when I realized their plan,
 my heart was moved
  by how much they've grown.",27,4,
"If you hadn't stopped those
 reinforcements, we'd have been goners.",27,4,
"You'll soon be known as one
 of the heroes who saved the world.",27,4,
Then that makes two of us.,27,4,
I refuse to pat myself on the back.,27,4,
"Ignoring my conscience, I ordered around
 children to serve the country's interests
  and commanded them to destroy the wall.",27,4,
"But I finally realized:
 If those kids can live normal lives
  how happy that would make me.",27,4,
"Well, you might not pat yourself
 on the back, but I'm proud of you.",27,4,
"Open up! Hey! Open this door!
  What are you doing?!
 Open it! Open it, dammit!
  - I'm sure those kids would agree.",27,4,
"- Open it! Open it, dammit!
  Thank you.",27,4,
"By the way, what's your name?
  Keith Shadis.",27,4,
"And you?
  Theo Magath.",27,4,
"We decided with Magath
 to head for Odiha.",27,4,
"Rather, we had no other choice.",27,4,
"There's nothing we can do
 to save your hometown, Liberio.",27,4,
"If that's true, my entire
 reason for fighting is gone.",27,4,
I'm getting off the ship.,27,4,
"Even if the rumbling
 stopped in its tracks,
  Liberio and Marley's
 destruction was inevitable.",27,4,
"Magath understood that, but he
 gave his life so we could push ahead.",27,4,
He didn't do it for Liberio or Marley.,27,4,
"He did it entrusting us to save people
 whose names he'd never know.",27,4,
"In that case, I'll ask you again:
  Can you kill Eren?
  If I try to kill Eren
  can you stand by and watch?
  I'm sick of killing each other.",27,4,
I don't want to fight with you anymore.,27,4,
"Not you guys
  Not even Eren.",27,4,
"Corrections by masaca
  The things seen that day
 The things they talked about
  The choices made that day
 Everything had been willed by him.",27,4,
"Next episode: ""The Dawn of Humanity.",27,4,
"""
  ""The Dawn of Humanity""",27,4,
Everyone says Eren has changed.,28,4,
"I've thought that, too.",28,4,
But maybe all of us are wrong.,28,4,
Maybe Eren was this way from the start.,28,4,
"And if this is the real him
  I I wonder what I saw in him
  There're really cities full of people
 outside the walls
  Don't talk about the walls in public.",28,4,
"Ah, right.",28,4,
"The world outside the walls
  And we're the first people from
 inside to step foot in it!
  Did you not hear me?!
  You could say this expedition takes
 us back to our original mission.",28,4,
Let's go scout.,28,4,
"The Dawn of Humanity
  Corrections by masaca
  Welcome to the continent of Marley!
 I'll guide you to the Azumabito estate.",28,4,
"Onyankopon!
  I'm glad you all made it! What do
 you think of Marley's biggest port?
  Wha?! That horse! Or is it? Huh?
  It's some sort of cow! It has to be!
  It's a car! I've heard about 'em before!
  Hello there, car!
  People are staring!
  Ugh! They think we're bumpkins now.",28,4,
"- -Eh?
 - -Pretend we're not with 'em.",28,4,
"- -Hey! Car! - -Hey, wait! Wait for me!
 - -Please, come back!
  If we don't stop 'em,
 they'll try to feed it carrots.",28,4,
"Don't be silly
 They're buying carrots!
  So many people Eren, we don't know
 what to expect, so stay close to me.",28,4,
"Eren?
  Right.",28,4,
"Quit spacing out, Eren!
 We're in the outside world!
  Yeah This is the other side
 of the sea isn't it?
  Hey! Stick with the group.",28,4,
Especially you.,28,4,
"Be right there!
  Watch it, kid!
  I'd like one, please.",28,4,
"Sure thing!
  - -Here you are.",28,4,
"- -Jeez, Sasha! Not again
  This is flippin' cold!
  - -Lemme try!
 - -First time having ice cream?
  - -Whoa! The hell?!
 - -First time having ice cream?
  - -That done hit the spot!
 - -One for me, please!
  Me, too!
  I told 'em not to stand out.",28,4,
"Nobody's gonna see that
 and think they're island devils.",28,4,
"Hey! You guys gotta try this!
  Hey there, sonny.",28,4,
"Can I interest
 you in some sweeeet candy?
  I'm talkin' to you.",28,4,
Cool outfit.,28,4,
"You in a kiddie gang?
  I smell something good!
  The thing Nicolo told us about?!
  Three more, please!
  Thanks.",28,4,
Eren.,28,4,
You should try this.,28,4,
"Ice cream, huh?
  You know it?
  Just through my dad's memories.",28,4,
"Eldians
 in the zone rarely get to have it
  Even though the outside world's so big.",28,4,
But none of us realized it.,28,4,
Or maybe we just didn't want to.,28,4,
"Hey!
  That ain't your purse.",28,4,
"Thief!
  It's another enemy migrant!
  How'd you get here?
  Snuck aboard a ship, I bet!
  He doesn't understand us.",28,4,
Let's toss him in the sea.,28,4,
"Nah, let's smash his hand
 so he can't pickpocket anymore.",28,4,
Tie him up where everyone can see.,28,4,
That'll cut down on crime.,28,4,
"That's taking it too far!
 I already got my purse back!
  This isn't about you.",28,4,
"We've gotta
 punish him to set an example.",28,4,
We're trying to make a living here.,28,4,
"Besides, he could be a Subject of Ymir.",28,4,
"Countries have been doing
 blood tests like mad lately.",28,4,
"No one can sleep at night knowing
 devils could be in their midst.",28,4,
"Hey! What are you doing?!
  Who said he's a thief?
 All I said was, ""That ain't your purse.",28,4,
"""
  It belongs to his big sister here.",28,4,
"My! Talk about a nutty family!
 Right, Big Sis?
  Ah! Sorry about my little brother!
  Yeah?! I smell bullshit!
  Let's go!
  Hey! Wait!
  Where'd that brat go?
  Th-There.",28,4,
"Well, it was just some
 change from the Azumabito.",28,4,
I'm sorry you went through that.,28,4,
"As blood testing has improved,
 countries across the world
  are finding they're inhabited by
 Subjects of Ymir who've fled the zones.",28,4,
"Back during the height
 of the Eldian Empire,
  being a Subject of Ymir was a sign
 of status among the world's elite.",28,4,
"But as the Empire crumbled, they found
 themselves being exiled from places.",28,4,
Such is life for Eldians outside the wall.,28,4,
"Alas, it will be difficult for Paradis
 Island to establish friendly relations.",28,4,
"Even so, giving up on peace means
 we'll have to go along with Zeke's plan:
  To leave our fate in his hands,
 and to sacrifice Historia and her children.",28,4,
"Yeah But we came here
 to avoid such a future.",28,4,
"And for the Subjects of Ymir Protection
 Group's debut in tomorrow's forum.",28,4,
"It's still not clear what that
 group seeks to achieve.",28,4,
Indeed.,28,4,
We'll be observing them first.,28,4,
"But if they seem promising
 and agree to speak with us
  You'll express that Paradis
 Island seeks peace.",28,4,
Yes.,28,4,
"Naturally, the Azumabito are
 happy to help you down that path.",28,4,
"Though, are you being realistic
 about your chances of success?
  I know it'll be very difficult.",28,4,
"And dangerous, too.",28,4,
"But having said that,
 we have to give it our best shot.",28,4,
I suppose so.,28,4,
"Where is Eren?
  Eren!
  Did you forget you're the
 enemy's primary target?
  Everyone's been looking for you.",28,4,
"The boy from the market?
 What happened?
  Nothing yet.",28,4,
"What do you mean? This is
  It's a place for people
 who lost their homes to war.",28,4,
"Just like us: One day, our lives changed,
 and everything was taken from us.",28,4,
All our freedoms stolen.,28,4,
Mikasa.,28,4,
"Why do you care
 so much about me?
  Eh?
  Because I saved you when we were kids?
 Or because I'm family?
  H-Huh?
  What am I to you?
  You
  You're family.",28,4,
"Huh?
  Huh?
  I think he's inviting us.",28,4,
"Hey!
  The hell you doing, Eren?!
  Are you an idiot?!
  Good timing.",28,4,
"We seek to aid refugee Subjects of Ymir
 scattered across the world!
  They are not Eldians, nor do they believe
 in the Empire's dangerous ideologies!
  They're the tragic victims of the
 Eldian Empire's forced interbreeding!
  It's the detestable island
 devils we should hate!
  Hate the devils who fled
 to the island 100 years ago!
  Those island devils are our true enemy!
  That day was the day Eren left us.",28,4,
"Later on, the letter he sent said
 he'd entrust Zeke with everything,
  and by the next time we
 saw him, it was too late.",28,4,
"I wonder was there any other
 choice we could've made?
  Maybe everything had
 been decided from the start.",28,4,
